dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles
0,mlp_control$dispatch_0_scalar_linear_M1xK16xN256,,,0.037186,ms,37186.000000,0,,firesim,linear,M=1;K=16;N=256,37186
1,mlp_control$dispatch_1_scalar_elu_n256,,,0.026033,ms,26033.000000,0,,firesim,elu,n=256,26033
2,mlp_control$dispatch_2_scalar_linear_M1xK256xN128,,,0.203455,ms,203455.000000,0,,firesim,linear,M=1;K=256;N=128,203455
3,mlp_control$dispatch_3_scalar_elu_n128,,,0.015750,ms,15750.000000,0,,firesim,elu,n=128,15750
4,mlp_control$dispatch_4_scalar_linear_M1xK128xN64,,,0.056091,ms,56091.000000,0,,firesim,linear,M=1;K=128;N=64,56091
5,mlp_control$dispatch_5_scalar_elu_n64,,,0.006724,ms,6724.000000,0,,firesim,elu,n=64,6724
6,mlp_control$dispatch_6_scalar_linear_M1xK64xN4,,,0.008100,ms,8100.000000,0,,firesim,linear,M=1;K=64;N=4,8100
